City,State,Avg_Temp,Humidity,Rainfall,Wind_Speed,Pressure,Visibility,AQI
Hyderabad,Telangana,21.2,81.9,27.9,14.8,1000.0,58.9,116
Bengaluru,Karnataka,31.3,30.9,41.3,24.1,1003.8,72.9,20
Patna,Bihar,37.7,74.4,49.1,9.9,998.4,65.9,91
Patna,Bihar,43.3,30.7,15.0,11.1,992.3,81.3,73
Lucknow,Uttar Pradesh,30.6,81.1,75.0,14.3,1013.2,15.5,98
Chennai,Tamil Nadu,23.4,91.1,12.8,8.3,995.2,34.2,188
Jaipur,Rajasthan,42.5,52.2,33.7,5.5,1002.1,14.8,166
Lucknow,Uttar Pradesh,35.7,92.7,2.6,14.5,1010.4,78.8,140
Jaipur,Rajasthan,18.7,39.4,49.8,6.2,995.0,42.1,97
Mumbai,Maharashtra,25.6,56.0,78.7,11.6,1010.4,87.5,20
Bengaluru,Karnataka,42.5,35.1,65.9,11.2,996.4,81.6,20
Kolkata,West Bengal,44.4,43.3,26.0,16.3,990.5,78.6,65
Lucknow,Uttar Pradesh,43.3,62.5,61.6,14.0,1003.1,44.2,77
Lucknow,Uttar Pradesh,41.9,39.7,74.8,10.0,1005.4,26.1,61
Patna,Bihar,25.1,42.9,46.4,8.2,1015.5,76.3,44
Mumbai,Maharashtra,26.4,43.0,58.1,21.6,1003.8,77.4,20
Lucknow,Uttar Pradesh,30.6,60.1,43.1,3.1,1004.9,74.0,81
Chennai,Tamil Nadu,28.1,70.9,58.8,15.6,1003.2,57.3,55
Bhopal,Madhya Pradesh,25.3,83.3,1.7,14.3,1007.5,81.2,121
Jaipur,Rajasthan,35.8,36.0,27.1,22.0,1018.5,65.2,55
Delhi,Delhi,18.5,38.8,62.1,15.1,1019.2,97.6,20
Hyderabad,Telangana,29.7,94.5,70.5,16.4,1014.3,70.9,60
Hyderabad,Telangana,30.9,77.1,21.7,13.6,1019.5,54.3,122
Hyderabad,Telangana,26.8,64.9,40.5,8.3,1022.7,44.4,107
Bhopal,Madhya Pradesh,23.5,90.2,38.3,12.2,990.6,56.2,119
Mumbai,Maharashtra,35.4,32.7,33.4,10.6,1012.5,42.7,100
Hyderabad,Telangana,40.0,50.7,28.4,8.6,995.0,27.5,151
Bhopal,Madhya Pradesh,44.5,35.4,63.9,7.7,1005.7,46.9,63
Kolkata,West Bengal,21.5,75.3,19.9,9.8,995.3,23.4,184
Jaipur,Rajasthan,33.0,55.9,34.3,16.3,1022.6,47.6,115
Bhopal,Madhya Pradesh,17.4,41.6,8.8,5.6,1005.7,83.6,99
Delhi,Delhi,26.8,46.2,14.9,4.5,996.2,92.5,99
Bhopal,Madhya Pradesh,26.4,87.4,62.2,20.0,1016.2,67.9,63
Jaipur,Rajasthan,21.8,89.8,76.8,9.2,1019.5,40.8,89
Delhi,Delhi,41.9,73.3,18.4,2.7,994.1,30.3,189
Delhi,Delhi,21.3,64.4,61.7,10.6,996.7,11.1,109
Bengaluru,Karnataka,41.1,68.2,14.3,7.8,1014.7,75.5,115
Bhopal,Madhya Pradesh,22.0,40.0,45.1,24.4,1020.6,23.9,74
Chennai,Tamil Nadu,24.3,67.8,65.0,7.9,1014.2,22.6,108
Bhopal,Madhya Pradesh,31.8,39.4,55.7,5.4,1016.7,75.1,50
Jaipur,Rajasthan,21.9,59.6,24.7,23.6,998.9,7.5,131
Lucknow,Uttar Pradesh,43.8,64.5,53.8,15.2,993.6,22.2,104
Lucknow,Uttar Pradesh,17.1,51.2,57.4,9.5,1013.4,29.9,94
Mumbai,Maharashtra,24.6,70.2,73.1,14.4,1021.9,20.8,81
Chennai,Tamil Nadu,22.9,82.2,32.8,18.7,1012.5,79.3,87
Mumbai,Maharashtra,19.4,64.2,79.8,8.6,998.1,41.7,43
Mumbai,Maharashtra,43.9,71.8,13.0,13.7,1007.3,64.0,145
Hyderabad,Telangana,37.4,75.8,45.1,18.4,1023.3,28.5,112
Lucknow,Uttar Pradesh,37.4,64.5,41.4,9.6,1000.4,9.1,166
Hyderabad,Telangana,21.5,57.3,35.3,15.5,1020.8,6.8,135
Hyderabad,Telangana,25.7,67.6,32.2,2.7,990.4,76.0,88
Kolkata,West Bengal,27.6,35.7,57.4,23.9,1007.0,16.7,61
Hyderabad,Telangana,16.2,36.8,74.6,16.8,1022.8,39.4,23
Lucknow,Uttar Pradesh,39.1,75.6,11.2,16.4,1014.0,18.6,196
Bengaluru,Karnataka,26.2,33.4,6.6,17.5,1022.8,24.3,136
Mumbai,Maharashtra,40.7,78.7,22.8,3.8,995.4,32.7,185
Jaipur,Rajasthan,29.3,67.4,50.2,19.5,1013.6,99.5,28
Delhi,Delhi,42.5,89.4,6.7,2.6,1013.0,68.9,186
Chennai,Tamil Nadu,44.1,63.1,78.9,15.0,992.2,25.2,75
Bhopal,Madhya Pradesh,15.7,50.0,78.5,5.9,990.1,60.5,40
Kolkata,West Bengal,41.9,59.8,20.1,5.9,1004.2,28.0,174
Patna,Bihar,18.6,54.9,38.8,16.2,997.8,48.8,90
Delhi,Delhi,34.9,38.9,38.3,19.2,1018.6,14.9,129
Mumbai,Maharashtra,43.5,55.5,70.5,12.1,994.6,67.4,43
Kolkata,West Bengal,44.4,34.3,29.5,6.8,1000.0,65.1,89
Bhopal,Madhya Pradesh,17.0,86.7,66.2,6.8,1019.1,99.8,37
Patna,Bihar,18.5,40.4,59.5,17.4,1000.1,53.4,29
Bengaluru,Karnataka,39.7,32.7,55.2,12.0,1006.4,6.0,115
Mumbai,Maharashtra,33.2,84.9,17.1,4.9,1003.8,25.1,203
Patna,Bihar,17.9,89.7,3.0,6.3,993.9,5.8,227
Patna,Bihar,22.6,92.3,72.4,16.5,1004.6,96.1,20
Jaipur,Rajasthan,29.2,79.2,51.7,23.8,1012.1,18.9,115
Bhopal,Madhya Pradesh,30.2,42.0,28.3,8.8,1021.3,15.2,154
Bengaluru,Karnataka,38.4,48.2,2.9,3.5,1015.3,24.3,200
Patna,Bihar,34.2,43.6,4.7,4.9,1021.9,70.6,141
Kolkata,West Bengal,27.7,65.2,11.2,10.4,1024.9,23.9,182
Bhopal,Madhya Pradesh,17.2,54.4,3.7,19.5,995.5,78.0,90
Patna,Bihar,30.8,81.7,15.4,6.3,991.6,12.6,209
Patna,Bihar,20.2,79.3,69.4,9.1,1013.7,84.3,26
Kolkata,West Bengal,15.3,86.8,39.3,18.7,992.1,55.0,84
Hyderabad,Telangana,27.3,82.0,72.1,19.5,1023.2,13.3,85
Bhopal,Madhya Pradesh,28.5,32.0,2.4,15.2,1021.5,71.9,89
Delhi,Delhi,24.7,55.7,67.9,9.7,1008.2,98.1,20
Kolkata,West Bengal,35.4,35.9,57.5,17.9,1002.0,72.6,20
Jaipur,Rajasthan,37.8,56.4,18.3,9.8,1024.4,58.5,136
Jaipur,Rajasthan,16.8,48.9,1.1,4.3,1003.1,17.6,192
Chennai,Tamil Nadu,31.1,34.7,9.1,7.5,1008.3,48.5,141
Bhopal,Madhya Pradesh,34.3,38.4,47.1,20.9,1023.6,55.7,50
Chennai,Tamil Nadu,43.0,93.9,32.9,16.9,1005.8,16.9,167
Chennai,Tamil Nadu,36.6,75.0,48.1,18.2,991.9,85.4,50
Jaipur,Rajasthan,34.0,70.4,35.5,3.5,1017.2,93.7,91
Kolkata,West Bengal,34.5,86.5,25.0,14.4,1008.1,87.6,87
Mumbai,Maharashtra,22.4,72.4,52.5,16.4,1010.8,99.8,30
Hyderabad,Telangana,36.8,63.2,27.6,11.4,1009.9,41.2,138
Delhi,Delhi,36.8,64.3,31.2,18.1,1020.7,6.6,148
Lucknow,Uttar Pradesh,20.2,72.5,30.8,5.6,993.6,8.5,181
Bhopal,Madhya Pradesh,26.4,77.2,27.3,19.1,1001.8,58.3,109
Bengaluru,Karnataka,17.1,90.7,15.8,11.8,1000.8,61.4,138
Delhi,Delhi,31.8,89.0,23.3,18.6,1020.6,76.7,89
Lucknow,Uttar Pradesh,31.7,74.1,57.1,21.8,997.3,66.6,44
Delhi,Delhi,18.9,79.4,55.7,14.4,1017.8,7.3,137
Mumbai,Maharashtra,20.2,34.4,34.7,20.9,1015.8,38.8,86
Jaipur,Rajasthan,32.3,85.1,56.2,9.9,996.2,80.7,58
Bhopal,Madhya Pradesh,15.5,89.3,59.2,12.4,1001.3,12.4,117
Patna,Bihar,39.2,92.8,69.3,17.7,993.0,79.7,42
Mumbai,Maharashtra,29.5,80.6,35.9,12.9,999.1,89.6,79
Bengaluru,Karnataka,42.3,68.7,44.2,8.5,1022.7,5.2,160
Lucknow,Uttar Pradesh,34.6,47.9,5.2,13.2,1022.9,77.6,112
Patna,Bihar,43.2,33.7,12.5,23.8,1004.2,95.6,44
Chennai,Tamil Nadu,36.0,79.0,46.2,16.0,1024.7,58.2,86
Mumbai,Maharashtra,20.3,76.5,1.7,15.4,1015.5,20.3,187
Hyderabad,Telangana,44.7,39.4,12.0,16.8,1011.0,34.7,149
Bengaluru,Karnataka,35.0,93.0,58.7,3.0,1015.8,66.1,101
Delhi,Delhi,44.4,92.7,58.9,15.1,995.6,95.3,30
Jaipur,Rajasthan,19.9,79.7,54.2,4.0,1007.8,82.6,51
Delhi,Delhi,15.0,85.3,43.2,14.0,998.6,87.7,55
Chennai,Tamil Nadu,22.9,54.1,14.8,13.4,997.0,61.1,105
Hyderabad,Telangana,28.3,36.1,61.2,14.0,996.4,56.1,30
Hyderabad,Telangana,23.0,87.2,0.2,19.2,1002.9,30.4,192
Bengaluru,Karnataka,28.1,41.5,16.8,17.2,1022.1,48.5,123
Mumbai,Maharashtra,18.3,47.1,42.6,15.5,990.8,70.3,51
Hyderabad,Telangana,41.4,70.5,43.7,24.4,1015.9,63.6,72
Bengaluru,Karnataka,38.2,36.6,28.4,16.1,1014.8,14.5,144
Chennai,Tamil Nadu,31.5,75.1,5.1,22.5,1017.4,29.6,163
Patna,Bihar,27.9,58.1,22.4,12.3,1022.1,25.0,145
Mumbai,Maharashtra,25.9,60.4,73.5,2.3,1003.8,77.8,31
Bhopal,Madhya Pradesh,44.3,61.0,25.2,3.2,1007.9,79.1,107
Jaipur,Rajasthan,31.1,80.3,70.1,7.7,1000.7,29.7,97
Patna,Bihar,23.7,80.3,18.4,23.4,1010.5,81.9,92
Mumbai,Maharashtra,32.5,87.0,4.6,12.1,1017.7,83.0,144
Jaipur,Rajasthan,18.1,58.1,4.3,6.2,1016.2,19.7,180
Bengaluru,Karnataka,33.6,49.4,57.8,24.8,1017.5,52.5,28
Patna,Bihar,33.6,88.3,42.2,7.4,1015.5,36.2,131
Patna,Bihar,37.6,34.1,62.7,12.5,1023.0,41.4,66
Bhopal,Madhya Pradesh,42.9,35.5,64.9,16.1,1015.1,16.0,87
Delhi,Delhi,43.6,30.9,59.9,10.7,1000.2,5.8,122
Mumbai,Maharashtra,40.8,32.0,29.4,19.8,996.1,49.6,82
Jaipur,Rajasthan,29.6,63.1,69.3,12.7,1021.2,86.9,20
Patna,Bihar,27.6,39.6,23.2,3.6,991.5,39.9,125
Chennai,Tamil Nadu,33.3,89.8,19.5,9.8,1001.2,92.5,116
Jaipur,Rajasthan,28.1,68.5,54.3,11.8,1004.6,14.5,121
Bengaluru,Karnataka,29.0,57.5,14.0,5.5,1013.7,32.3,159
Jaipur,Rajasthan,25.6,57.9,72.5,12.1,1001.9,57.0,29
Patna,Bihar,28.4,64.3,20.1,23.4,1019.2,24.3,147
Delhi,Delhi,44.5,71.9,76.7,18.7,1021.8,92.9,20
Kolkata,West Bengal,23.5,88.7,12.7,3.5,1002.3,78.2,144
Jaipur,Rajasthan,39.7,57.6,32.4,2.6,1001.4,89.2,90
Lucknow,Uttar Pradesh,34.6,83.9,15.4,9.0,1023.9,55.2,147
Mumbai,Maharashtra,30.0,73.6,25.5,11.4,1013.3,33.2,153
Lucknow,Uttar Pradesh,43.9,84.5,5.8,13.6,1013.1,21.3,207
Jaipur,Rajasthan,19.2,35.7,47.9,3.8,995.1,29.3,110
Chennai,Tamil Nadu,16.2,86.7,48.3,7.4,1007.1,92.6,55
Bengaluru,Karnataka,22.2,81.8,0.7,8.1,1007.5,25.0,195
Bengaluru,Karnataka,36.4,75.4,51.9,21.6,1020.4,76.3,33
Delhi,Delhi,41.1,86.6,78.8,22.4,994.8,40.8,67
Jaipur,Rajasthan,18.8,94.1,52.2,20.5,1001.0,65.8,54
Lucknow,Uttar Pradesh,30.5,40.0,48.4,4.9,990.0,84.8,49
Patna,Bihar,36.3,65.4,45.9,10.5,1021.2,40.6,100
Kolkata,West Bengal,34.7,87.3,7.1,4.7,1004.8,29.6,198
Mumbai,Maharashtra,30.0,94.5,22.5,22.7,1007.0,48.7,123
Bhopal,Madhya Pradesh,27.4,53.8,31.3,23.1,994.9,21.7,133
Mumbai,Maharashtra,16.2,40.3,78.6,7.7,1022.1,98.3,20
Mumbai,Maharashtra,44.1,50.4,8.7,24.9,995.1,54.8,126
Jaipur,Rajasthan,34.3,76.4,10.9,9.4,1001.8,14.9,191
Patna,Bihar,37.6,72.7,63.6,22.5,1000.9,41.0,73
Kolkata,West Bengal,16.9,72.9,24.1,10.3,996.3,73.5,96
Bengaluru,Karnataka,19.2,80.2,2.6,14.1,1010.7,53.9,170
Hyderabad,Telangana,21.6,87.4,4.9,22.4,1008.4,77.1,105
Lucknow,Uttar Pradesh,20.9,54.1,42.9,18.7,992.0,71.4,56
Hyderabad,Telangana,25.5,50.4,39.2,9.6,1008.4,91.7,39
Bhopal,Madhya Pradesh,22.0,56.7,2.8,4.1,997.9,80.3,136
Patna,Bihar,44.3,61.2,13.3,7.9,991.4,6.5,196
Delhi,Delhi,30.5,32.9,7.9,4.3,991.9,92.2,84
Bengaluru,Karnataka,17.1,73.7,60.8,21.4,1003.5,62.8,23
Bengaluru,Karnataka,40.6,52.1,63.6,14.2,1011.6,98.6,20
Jaipur,Rajasthan,19.6,55.4,23.3,24.9,1012.7,48.1,78
Delhi,Delhi,38.1,92.9,47.4,10.4,1010.1,91.8,64
Chennai,Tamil Nadu,24.6,82.7,44.0,12.9,1002.9,15.4,160
Kolkata,West Bengal,40.4,68.6,44.2,3.7,998.8,11.6,182
Bengaluru,Karnataka,26.7,77.8,32.5,14.3,995.2,74.4,98
Bengaluru,Karnataka,18.9,67.1,38.9,10.0,1005.2,82.8,57
Jaipur,Rajasthan,30.7,59.9,18.5,12.0,1011.2,50.6,135
Bengaluru,Karnataka,40.5,52.1,48.0,4.2,1022.0,51.3,90
Chennai,Tamil Nadu,38.2,68.1,62.5,4.0,1013.8,17.3,135
Hyderabad,Telangana,18.8,57.9,40.2,8.5,1022.6,41.9,97
Bhopal,Madhya Pradesh,34.9,77.6,62.7,24.7,991.3,7.0,105
Lucknow,Uttar Pradesh,42.2,72.8,16.7,23.1,1008.1,38.0,135
Patna,Bihar,23.2,72.3,56.1,10.6,997.6,97.7,33
Delhi,Delhi,35.9,80.6,38.9,7.6,1013.1,74.9,87
Bengaluru,Karnataka,35.4,38.0,57.2,13.3,1016.8,13.6,112
Hyderabad,Telangana,28.3,35.6,37.3,4.9,1014.7,22.6,132
Mumbai,Maharashtra,39.9,91.1,48.7,3.7,1019.4,33.2,147
Lucknow,Uttar Pradesh,24.1,31.9,23.9,18.7,1000.2,23.0,105
Mumbai,Maharashtra,41.1,78.0,26.6,11.7,1004.1,91.0,82
Mumbai,Maharashtra,29.3,60.0,26.0,10.0,1020.7,80.4,84
Bengaluru,Karnataka,26.6,81.0,64.4,23.1,1017.5,60.3,48
Bhopal,Madhya Pradesh,36.5,72.9,39.2,6.8,1005.9,61.5,107
Chennai,Tamil Nadu,41.9,36.9,30.7,23.9,1002.6,49.5,82
Jaipur,Rajasthan,30.0,94.4,10.1,2.6,1001.0,72.1,178
Bengaluru,Karnataka,21.4,60.9,79.3,17.9,1015.5,33.3,36
Mumbai,Maharashtra,34.6,51.7,64.9,11.3,1009.7,46.0,77
Bengaluru,Karnataka,28.8,66.2,78.9,23.0,1015.3,19.7,61
Bengaluru,Karnataka,23.7,56.1,3.3,9.4,1015.6,70.3,141
Lucknow,Uttar Pradesh,44.6,70.4,21.5,24.4,1016.4,80.5,72
Patna,Bihar,19.0,88.5,32.7,16.3,992.6,73.7,91
Lucknow,Uttar Pradesh,39.9,93.3,54.2,23.6,996.6,77.4,64
Chennai,Tamil Nadu,15.2,63.5,18.6,2.3,991.9,24.1,190
Kolkata,West Bengal,24.2,44.8,42.0,24.1,1009.3,94.2,20
Bhopal,Madhya Pradesh,37.1,67.4,75.2,18.2,991.1,28.2,76
Mumbai,Maharashtra,31.2,40.6,54.3,20.6,1023.4,98.2,20
Chennai,Tamil Nadu,21.5,42.9,21.4,6.3,1000.7,78.5,101
Patna,Bihar,31.9,59.2,10.7,2.4,994.8,52.8,167
Delhi,Delhi,28.5,92.4,59.8,6.8,1009.6,62.5,77
Mumbai,Maharashtra,27.8,45.5,41.9,2.5,1015.1,34.4,108
Jaipur,Rajasthan,34.6,65.2,61.9,11.0,1011.1,76.5,48
Hyderabad,Telangana,36.5,31.4,72.3,23.4,1010.5,35.7,24
Bhopal,Madhya Pradesh,23.0,46.3,3.3,19.1,990.8,41.8,129
Chennai,Tamil Nadu,30.9,56.9,14.3,22.2,1014.4,90.1,78
Chennai,Tamil Nadu,35.8,79.3,77.6,4.1,995.5,6.2,119
Bengaluru,Karnataka,17.7,51.1,38.1,11.6,994.3,40.6,100
Delhi,Delhi,27.2,86.4,58.8,23.9,1002.7,30.9,94
Patna,Bihar,21.4,83.0,71.3,12.7,991.0,17.2,104
Hyderabad,Telangana,24.4,60.5,60.8,3.9,998.6,76.3,64
Lucknow,Uttar Pradesh,43.8,36.3,12.2,21.6,992.4,16.3,157
Chennai,Tamil Nadu,31.5,56.9,1.3,15.2,997.1,7.5,206
Bhopal,Madhya Pradesh,39.0,83.0,41.4,14.2,1012.3,47.1,104
Bengaluru,Karnataka,31.5,50.6,72.8,4.4,998.3,72.0,26
Bhopal,Madhya Pradesh,27.7,53.0,56.9,6.1,992.8,73.3,52
Hyderabad,Telangana,17.9,89.9,35.7,21.7,999.6,75.1,75
Delhi,Delhi,27.6,66.7,32.8,22.5,1015.3,68.2,70
Hyderabad,Telangana,23.0,54.2,36.4,22.3,992.8,33.0,88
Patna,Bihar,35.3,90.1,32.2,9.9,1007.5,57.7,127
Patna,Bihar,38.5,91.1,55.8,14.6,1021.0,92.9,50
Patna,Bihar,26.7,83.6,9.5,21.3,1002.1,40.2,167
Kolkata,West Bengal,26.1,56.3,23.5,6.8,995.1,65.2,99
Kolkata,West Bengal,41.2,84.9,65.9,22.7,1010.7,91.5,20
Jaipur,Rajasthan,24.4,90.6,70.0,8.5,990.8,10.2,122
Bengaluru,Karnataka,43.6,93.2,19.8,22.6,990.8,28.4,164
Mumbai,Maharashtra,17.7,42.1,78.8,14.2,1020.6,52.7,20
Patna,Bihar,25.4,60.0,24.4,16.9,1019.5,85.1,80
Bhopal,Madhya Pradesh,30.2,78.0,17.3,12.9,1023.6,40.0,165
Patna,Bihar,36.7,76.8,66.7,6.2,1015.5,20.1,110
Kolkata,West Bengal,15.8,54.9,52.7,2.4,1002.9,56.7,88
Delhi,Delhi,36.0,33.0,36.2,12.9,1016.3,7.9,145
Jaipur,Rajasthan,24.1,38.5,15.3,21.9,1014.6,97.7,50
Bhopal,Madhya Pradesh,29.8,73.7,29.1,11.5,1020.4,58.2,107
Mumbai,Maharashtra,37.3,47.4,56.4,19.8,1015.2,39.5,63
Jaipur,Rajasthan,34.4,47.0,39.6,24.1,992.9,44.7,71
Bengaluru,Karnataka,36.8,71.0,34.0,9.4,1005.3,96.6,73
Patna,Bihar,41.1,64.9,1.5,5.8,1009.2,12.8,230
Bengaluru,Karnataka,39.7,57.3,49.4,18.8,1003.1,37.6,86
Kolkata,West Bengal,16.5,49.1,46.1,22.5,997.8,18.4,86
Lucknow,Uttar Pradesh,41.0,84.3,31.4,17.3,1007.7,87.2,68
Patna,Bihar,21.0,44.5,17.4,20.8,996.1,95.8,48
Delhi,Delhi,34.9,88.0,21.6,5.8,1012.0,34.7,183
Kolkata,West Bengal,32.0,70.6,17.7,17.7,1000.2,98.6,80
Kolkata,West Bengal,37.1,35.4,17.6,4.6,1023.7,16.5,173
Delhi,Delhi,42.9,48.1,37.8,11.8,991.1,58.4,88
Bengaluru,Karnataka,22.2,74.3,72.9,12.8,1003.2,9.4,114
Kolkata,West Bengal,43.8,31.3,26.4,6.7,996.6,79.6,76
Delhi,Delhi,32.4,93.5,23.3,8.1,1007.7,94.9,104
Delhi,Delhi,32.6,40.2,66.5,3.8,1022.2,39.6,79
Bhopal,Madhya Pradesh,31.3,72.3,21.8,18.3,1024.4,6.2,162
Hyderabad,Telangana,21.5,30.3,5.2,15.6,1003.6,40.2,128
Hyderabad,Telangana,38.1,57.1,54.0,7.9,998.5,18.1,119
Lucknow,Uttar Pradesh,39.3,43.3,11.1,5.1,993.1,86.5,118
Chennai,Tamil Nadu,26.8,74.0,46.9,18.2,990.6,37.4,101
Jaipur,Rajasthan,44.0,64.2,21.8,23.6,1012.3,92.9,48
Bengaluru,Karnataka,34.7,42.8,4.0,17.2,1003.0,35.4,136
Patna,Bihar,38.9,58.5,14.4,11.6,1009.0,75.5,104
Mumbai,Maharashtra,27.3,94.4,40.8,12.7,996.8,41.8,127
Patna,Bihar,26.8,50.6,77.5,19.5,995.7,5.3,72
Bhopal,Madhya Pradesh,40.4,52.6,40.3,10.9,1010.0,5.5,143
Kolkata,West Bengal,42.1,43.7,62.5,6.1,995.4,88.5,28
Bhopal,Madhya Pradesh,42.0,31.2,3.4,21.4,1010.9,33.2,144
Chennai,Tamil Nadu,19.3,38.6,53.5,11.7,1017.4,89.0,20
Chennai,Tamil Nadu,31.0,46.2,13.2,7.8,994.5,18.8,163
Hyderabad,Telangana,24.0,63.0,33.8,8.8,992.7,16.9,149
Chennai,Tamil Nadu,41.5,67.2,53.8,17.0,1011.1,67.2,69
Bhopal,Madhya Pradesh,19.2,43.8,29.4,20.1,1013.2,44.3,98
Chennai,Tamil Nadu,28.6,36.9,64.2,16.1,998.1,60.5,20
Kolkata,West Bengal,38.3,76.9,29.9,12.9,1008.4,92.4,91
Hyderabad,Telangana,44.1,53.6,24.0,22.0,1023.4,18.6,154
Bhopal,Madhya Pradesh,32.5,54.0,79.3,17.4,1019.1,76.0,20
Chennai,Tamil Nadu,42.3,91.8,1.3,22.6,1006.5,69.9,146
Mumbai,Maharashtra,16.1,37.6,66.1,16.8,1022.1,90.9,20
Patna,Bihar,40.1,91.3,39.5,3.5,992.2,62.1,136
Lucknow,Uttar Pradesh,15.8,48.5,58.5,6.1,1010.1,65.0,43
Bhopal,Madhya Pradesh,44.1,54.9,0.0,12.5,1003.6,29.0,187
Jaipur,Rajasthan,43.6,51.9,29.7,9.0,1003.1,30.2,138
Lucknow,Uttar Pradesh,31.7,92.2,68.9,2.2,1005.6,16.2,154
Mumbai,Maharashtra,18.5,86.2,41.1,24.5,1015.9,80.8,62
Jaipur,Rajasthan,35.6,36.7,72.7,10.1,998.8,75.1,20
Hyderabad,Telangana,43.6,39.8,3.4,23.8,1000.6,33.8,142
Hyderabad,Telangana,25.8,57.4,26.9,22.6,1016.5,58.6,75
Kolkata,West Bengal,41.4,38.0,70.0,5.7,1016.5,36.0,60
Jaipur,Rajasthan,32.9,75.0,6.9,14.5,1015.4,76.4,113
Bengaluru,Karnataka,44.8,36.9,36.4,22.1,1019.0,35.2,105
Lucknow,Uttar Pradesh,43.6,81.3,17.1,3.0,999.1,20.6,198
Bengaluru,Karnataka,25.3,36.7,73.4,23.5,1007.4,72.9,20
Patna,Bihar,20.6,39.0,24.1,13.2,1008.5,45.8,107
Jaipur,Rajasthan,28.6,68.4,64.3,4.9,992.9,37.3,83
Delhi,Delhi,26.1,42.2,64.9,15.4,996.5,14.9,73
Chennai,Tamil Nadu,38.4,40.8,72.1,16.5,1000.9,47.2,41
Bengaluru,Karnataka,20.8,92.0,76.4,15.4,1001.8,62.5,54
Patna,Bihar,32.8,88.2,19.0,20.8,1010.6,58.1,123
Lucknow,Uttar Pradesh,29.9,93.7,70.6,21.0,997.5,71.1,47
Delhi,Delhi,30.3,57.7,24.1,23.9,1014.2,25.5,127
Jaipur,Rajasthan,37.5,56.5,33.8,17.3,1009.5,86.7,49
Lucknow,Uttar Pradesh,38.4,37.1,11.9,4.2,1019.8,60.9,122
Chennai,Tamil Nadu,25.4,53.2,66.8,17.3,997.7,93.0,20
Mumbai,Maharashtra,32.3,86.6,57.1,18.4,1001.3,12.6,113
Patna,Bihar,38.8,44.3,37.1,7.9,1012.1,32.6,120
Kolkata,West Bengal,41.4,76.0,1.4,20.7,997.3,56.8,143
Bengaluru,Karnataka,25.3,68.6,62.0,14.9,1005.7,86.6,20
Delhi,Delhi,41.6,78.6,16.6,9.6,1011.1,51.1,165
Chennai,Tamil Nadu,29.0,75.7,26.6,9.9,1018.4,16.4,161
Chennai,Tamil Nadu,45.0,46.9,49.8,21.7,995.2,45.8,81
Lucknow,Uttar Pradesh,44.3,65.0,1.2,5.3,1014.0,93.6,121
Mumbai,Maharashtra,39.2,78.1,0.6,4.1,1012.3,77.1,153
Bhopal,Madhya Pradesh,15.9,60.9,54.4,4.5,1023.6,15.4,131
Kolkata,West Bengal,19.8,51.4,78.2,14.9,1009.3,78.3,20
Bhopal,Madhya Pradesh,32.9,89.3,79.8,22.5,993.1,54.5,30
Patna,Bihar,24.2,69.9,37.2,4.3,1017.6,71.3,100
Delhi,Delhi,40.3,94.3,71.2,14.7,1012.6,87.5,48
Kolkata,West Bengal,24.0,46.9,29.9,20.7,994.1,51.1,76
Chennai,Tamil Nadu,25.4,72.0,25.6,17.8,1018.1,51.1,107
Delhi,Delhi,35.1,88.4,0.6,9.9,1015.6,19.0,211
Delhi,Delhi,15.8,64.0,60.7,12.4,995.0,13.8,111
Patna,Bihar,39.5,36.1,48.4,10.8,993.3,78.2,35
Delhi,Delhi,29.3,57.9,66.1,10.3,1012.4,10.3,108
Chennai,Tamil Nadu,42.3,34.8,63.4,9.8,1021.9,8.8,100
Lucknow,Uttar Pradesh,31.1,88.4,18.3,23.3,1002.2,89.6,88
Lucknow,Uttar Pradesh,27.3,88.1,27.0,16.7,1021.1,33.8,155
Kolkata,West Bengal,39.4,42.0,74.6,10.7,1014.3,25.5,70
Chennai,Tamil Nadu,30.2,95.0,11.9,14.2,1016.5,95.4,106
Chennai,Tamil Nadu,33.2,69.3,12.7,24.9,1015.1,75.3,97
Mumbai,Maharashtra,19.2,41.4,62.2,16.8,1023.6,41.1,52
Mumbai,Maharashtra,27.0,52.4,72.4,20.9,1000.5,99.6,20
Delhi,Delhi,25.5,84.5,16.6,3.4,993.8,40.7,174
Bengaluru,Karnataka,19.1,68.1,75.4,3.9,1006.0,49.4,74
Hyderabad,Telangana,36.2,40.5,62.1,6.0,1001.6,93.2,20
Mumbai,Maharashtra,28.8,66.9,55.0,16.5,997.0,80.5,30
Mumbai,Maharashtra,33.1,48.7,69.9,21.4,990.8,36.7,55
Hyderabad,Telangana,43.3,59.9,67.8,9.4,1013.2,82.8,20
Kolkata,West Bengal,27.8,60.7,79.9,12.7,992.3,16.1,63
Chennai,Tamil Nadu,40.8,42.0,35.9,20.9,1000.1,50.0,77
Lucknow,Uttar Pradesh,29.5,37.2,41.6,9.9,998.3,35.2,100
Hyderabad,Telangana,15.4,45.8,74.7,23.4,1019.4,26.5,34
Bengaluru,Karnataka,23.5,62.4,10.0,14.7,1016.1,80.7,110
Mumbai,Maharashtra,23.1,50.7,3.4,22.9,1009.9,25.3,150
Bhopal,Madhya Pradesh,42.4,71.7,1.1,7.6,1012.5,76.9,146
Kolkata,West Bengal,37.2,94.1,3.9,5.0,1021.1,9.8,255
